,Nombre_Institucion,Provincia,Canton,Parroquia,Numero_de_estudiantes,Numero_de_docentes
2794,SOLDADO  RAFAEL  PULLAGUARI,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),50,3
2796,ESCUELA DR PEDRO MONCAYO,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),31,2
2798,MARIA PAULINA SOLIS (ESCUELA),ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),679,28
2799,MARTHA BUCARAM DE ROLDOS,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),745,42
2800,CRISTOBAL COLON,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),91,10
2804,ESCUELA ESPECIAL MATILDE GUZMAN,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),33,5
2805,CENTRO ARTESANAL MANUELITA SAENZ,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),158,16
2806,HOMERO VITERI LAFONTE (PRIMARIO),ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),17,2
2808,DR VICTOR EMILIO UZCATEGUI,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),211,11
2809,CASPICARA,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),55,8
2813,ANDRES ANTUASH,ZAMORA CHINCHIPE,YANTZAZA,CHICAÑA,20,2
2814,TERESA DE CEPEDA Y FUERTES,ZAMORA CHINCHIPE,YANTZAZA,CHICAÑA,26,2
2819,CIUDAD DE AMBATO,ZAMORA CHINCHIPE,YANTZAZA,CHICAÑA,175,12
2820,ESCUELA GABRIEL GARCIA MORENO,ZAMORA CHINCHIPE,YANTZAZA,CHICAÑA,49,4
2822,PADRE JUAN GONZALEZ,ZAMORA CHINCHIPE,YANTZAZA,CHICAÑA,177,10
2824,6 DE DICIEMBRE,ZAMORA CHINCHIPE,YANTZAZA,CHICAÑA,129,11
2825,ESCUELA PEDRO VICTOR FALCONI,ZAMORA CHINCHIPE,YANTZAZA,CHICAÑA,40,2
2828,UNION NACIONAL DE EDUCADORES UNE,ZAMORA CHINCHIPE,YANTZAZA,CHICAÑA,106,13
2831,UNIDAD EDUC EXPERIMENTAL A DISTANCIA ZAMORA CH EXTEN LOS ENCUENTROS,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,109,5
2836,CLEMENTE YEROVI INDABURO,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,28,2
2838,QUISQUIS,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,29,2
2839,GABRIELA MISTRAL PRIMARIO,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,347,18
2840,6 DE OCTUBRE,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,45,4
2841,ESCUELA PADRE ISASSI,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,44,3
2843,ESCUELA BELISARIO QUEVEDO,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,19,2
2844,ESCUELA GONZALO ABAD,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,42,3
2848,COLEGIO 10 DE NOVIEMBRE,ZAMORA CHINCHIPE,YANTZAZA,LOS ENCUENTROS,291,14
2849,CENTRO ENSEÑANZA INGLES   ALL  UP  TO  YOU,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),0,3
2851,YAMA TSAWANT,ZAMORA CHINCHIPE,YANTZAZA,YANTZAZA (YANZATZA),17,2
2852,FINE TUNED ZAMORA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,0,3
2853,CENTRO ARTESANAL  LA INMACULADA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,66,5
2854,DOCE  DE OCTUBRE,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,92,9
2856,LA INMACULADA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,606,30
2857,MONSEÑOR LEONIDAS PROAÑO,ZAMORA CHINCHIPE,ZAMORA,TIMBARA,22,2
2859,MANUEL CORDOVA GALARZA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,10,3
2863,UNIDAD EDUCATIVA EXPERIMENTAL ADISTANCIA DE ZAMORA CH EXT LA PITUCA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,42,4
2865,COLEGIO FISCAL AMAZONAS,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,110,8
2866,AMAZONAS,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,542,25
2867,ANDRES FRANCISCO CORDOVA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,31,6
2868,CENTRO ARTESANAL  JULIUS DOPFNER,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,30,5
2869,ELOY ALFARO,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,516,28
2870,MADRE BERNARDA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,499,29
2871,LUIS FELIPE BORJA DEL ALCAZAR,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,739,43
2873, INTERAKTIVER KINGDERGARTEN SCHULE,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,67,4
2874,CONSERVATORIO SUPERIOR NACIONAL DE MUSICA MARCOS ANTONIO OCHOA MUÑOZ,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,0,6
2875,FLORA PEÑA DE ARIAS,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,28,3
2876,SIMON BOLIVAR,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,320,16
2877,JUAN WIESNETH,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,120,10
2879,LUIS FELIPE BORJA NRO 8,ZAMORA CHINCHIPE,ZAMORA,SABANILLA,50,5
2880,ROSITA PAREDES JUMBOS,ZAMORA CHINCHIPE,ZAMORA,SABANILLA,31,2
2883,ALONSO DE MERCADILLO,ZAMORA CHINCHIPE,ZAMORA,EL LIMON,25,3
2884,ESCUELA FISCAL MIXTA FERNANDO PASAN,ZAMORA CHINCHIPE,ZAMORA,EL LIMON,66,7
2885,INCLUSIVA BRACAMOROS,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,106,12
2886,MARIA MONTESSORI,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,166,10
2888,UNIDAD EDUCATIVA EXPERIMENTAL A DISTANCIA ZAMORA CHINCHIPE MATRIZ,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,241,15
2891,LUIS ALBERTO VALENCIA,ZAMORA CHINCHIPE,ZAMORA,IMBANA (LA VICTORIA DE IMBANA),38,4
2893,JUAN DE VERGARA,ZAMORA CHINCHIPE,ZAMORA,IMBANA (LA VICTORIA DE IMBANA),29,3
2894,BERNARDINO ECHEVERRIA,ZAMORA CHINCHIPE,ZAMORA,IMBANA (LA VICTORIA DE IMBANA),70,7
2898,JAEN Y MAINAS,ZAMORA CHINCHIPE,ZAMORA,IMBANA (LA VICTORIA DE IMBANA),75,9
2899,IMBANA,ZAMORA CHINCHIPE,ZAMORA,IMBANA (LA VICTORIA DE IMBANA),71,11
2903,LUIS VARGAS TORRES,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,43,3
2906,MEDARDO ANGEL SILVA,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,223,14
2907,CARLOS GARBAY,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,32,3
2908,PIO JARAMILLO ALVARADO,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,177,9
2909,UNIDAD EDUCATIVA EXPERIMENTAL A DISTANCIA DE ZAMORA CH EXT GUADALUPE,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,65,6
2910,JOSE MARTI,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,31,2
2911,ODILO AGUILAR,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,40,3
2912,LORENZO DE CEPEDA,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,23,3
2914,INTI PAKARI,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,33,2
2916,DANIEL MARTINEZ ORDOÑEZ,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,423,25
2917,UNIDAD  EDUC EXPERIMENTAL  A DISTANCIA  ZAMORA EXT CHAMICO,ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,41,6
2921,COLEGIO TECNICO RIO ZAMORA,ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,148,18
2922,JOSE DE LA CUADRA,ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,67,5
2923,PRINCESA PACCHA,ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,225,15
2924,13 DE ABRIL,ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,9,2
2925,GONZALEZ SUAREZ,ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,120,8
2927,RIO CENEPA,ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,52,4
2929,MONS. RICARDO FLATZ,ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,180,11
2931,MANUEL QUIROGA,ZAMORA CHINCHIPE,ZAMORA,CUMBARATZA,159,14
2932,ANTONIO JOSE DE SUCRE,ZAMORA CHINCHIPE,ZAMORA,GUADALUPE,75,10
2934,ISMAEL APOLO,ZAMORA CHINCHIPE,ZAMORA,TIMBARA,151,15
2935,CLODOVEO JIMENEZ CARPIO,ZAMORA CHINCHIPE,ZAMORA,TIMBARA,21,3
2937,BERNARDO VALDIVIESO,ZAMORA CHINCHIPE,ZAMORA,SAN CARLOS DE LAS MINAS,136,12
2938,MONSEÑOR JORGE MOSQUERA BARREIRO,ZAMORA CHINCHIPE,ZAMORA,SAN CARLOS DE LAS MINAS,154,14
2941,VICTOR MANUEL PENAHERRERA,ZAMORA CHINCHIPE,ZAMORA,SAN CARLOS DE LAS MINAS,195,11
